@relation data_deci

@attribute y1 numeric
@attribute y2 numeric
@attribute y3 numeric
@attribute classification {NO_RAIN,RAIN}

@data
-720.4322,3753.9196,-871.3253,NO_RAIN
-705.874,3752.4239,-871.3537,NO_RAIN
-755.6807,3745.3775,-871.8028,NO_RAIN
-752.462,3738.9372,-873.8714,NO_RAIN
-780.1049,3736.5046,-875.8217,NO_RAIN
-803.6713,3739.7735,-875.8953,NO_RAIN
-815.8027,3742.1239,-875.8953,NO_RAIN
-827.4274,3746.2539,-876.9916,NO_RAIN
-836.6922,3749.234,-876.5357,NO_RAIN
-843.0494,3746.9627,-877.0084,NO_RAIN
-855.1748,3751.0636,-876.799,NO_RAIN
-851.5311,3756.4943,-874.9284,NO_RAIN
-856.1804,3756.942,-874.4984,NO_RAIN
-860.0186,3759.2097,-874.401,NO_RAIN
-861.6496,3761.8789,-874.6977,NO_RAIN
-862.886,3755.7281,-874.7236,NO_RAIN
-866.3087,3760.8345,-875.2333,NO_RAIN
-843.2791,3765.6717,-874.7759,NO_RAIN
-809.7112,3776.4389,-872.8564,NO_RAIN
-729.8538,3783.1105,-872.7414,NO_RAIN
-683.5882,3795.3999,-869.0764,NO_RAIN
-644.9845,3795.1441,-868.3951,NO_RAIN
-613.5143,3789.746,-867.4805,NO_RAIN
-580.2704,3799.7339,-866.4599,NO_RAIN
-623.6644,3767.1521,-869.6522,NO_RAIN
-696.0037,3743.4083,-872.8059,NO_RAIN
-719.7106,3743.8905,-873.7804,NO_RAIN
-727.2701,3730.9479,-875.6393,NO_RAIN
-752.8714,3736.7424,-875.8126,NO_RAIN
-773.3467,3729.2217,-877.9438,NO_RAIN
-786.4413,3733.9986,-878.0093,NO_RAIN
-790.8506,3725.4365,-879.5849,NO_RAIN
-796.0972,3721.892,-880.2631,NO_RAIN
-802.6059,3711.7526,-881.972,NO_RAIN
-813.3313,3734.3547,-879.1122,NO_RAIN
-819.1737,3736.4611,-878.3651,NO_RAIN
-822.4975,3737.1266,-878.9014,NO_RAIN
-827.9082,3739.2299,-879.1987,NO_RAIN
-831.6584,3740.2844,-877.6639,NO_RAIN
-834.1026,3743.6537,-878.6403,NO_RAIN
-837.3366,3756.9083,-876.96,NO_RAIN
-824.0407,3757.8012,-876.7221,NO_RAIN
-787.6327,3764.5587,-875.7633,NO_RAIN
-749.4095,3776.41,-872.8687,NO_RAIN
-732.5242,3777.259,-873.3911,NO_RAIN
-661.8245,3794.1031,-869.5775,NO_RAIN
-675.4183,3779.1065,-871.6928,NO_RAIN
-599.5641,3802.3178,-866.6928,NO_RAIN
-575.0963,3792.6636,-865.3039,NO_RAIN
-640.8109,3769.5465,-869.2855,NO_RAIN
-681.0053,3764.4008,-869.038,NO_RAIN
-728.783,3748.0494,-874.3433,NO_RAIN
-758.2378,3746.9422,-874.0269,NO_RAIN
-778.2329,3741.8557,-875.5492,NO_RAIN
-789.588,3739.0423,-877.021,NO_RAIN
-810.2833,3738.4835,-878.3038,NO_RAIN
-824.18,3733.5865,-880.0613,NO_RAIN
-836.8338,3732.4558,-880.39,NO_RAIN
-848.4188,3725.4074,-881.6891,NO_RAIN
-855.6327,3723.3558,-880.2073,NO_RAIN
-841.0703,3722.3538,-880.1266,NO_RAIN
-833.4866,3724.5155,-880.0547,NO_RAIN
-833.693,3732.1962,-878.0366,NO_RAIN
-852.5141,3739.1644,-877.824,NO_RAIN
-853.4987,3741.9889,-879.1189,NO_RAIN
-801.3282,3748.4403,-876.448,NO_RAIN
-738.2063,3767.4184,-873.5776,NO_RAIN
-677.418,3784.3295,-870.4168,NO_RAIN
-626.016,3797.0591,-867.7993,NO_RAIN
-572.7156,3805.754,-865.2846,NO_RAIN
-514.5218,3804.7693,-863.2954,NO_RAIN
-523.3883,3796.0775,-862.7856,NO_RAIN
-537.3416,3785.5311,-861.5432,NO_RAIN
-501.603,3789.3352,-860.9318,NO_RAIN
-540.4484,3777.9091,-862.8081,NO_RAIN
-604.3766,3764.7022,-865.7773,NO_RAIN
-665.9837,3752.6418,-869.3395,NO_RAIN
-728.3233,3737.2253,-875.5273,NO_RAIN
-752.3218,3721.6559,-878.3806,NO_RAIN
-766.0002,3728.2331,-877.7766,NO_RAIN
-763.5404,3738.5613,-876.1866,NO_RAIN
-768.9018,3741.2413,-875.6534,NO_RAIN
-772.623,3739.2949,-877.0694,NO_RAIN
-779.3439,3742.5428,-875.2709,NO_RAIN
-782.6959,3723.2574,-877.0882,NO_RAIN
-786.1858,3731.0833,-876.7463,NO_RAIN
-788.649,3731.1099,-875.495,NO_RAIN
-791.5511,3731.8783,-875.8528,NO_RAIN
-794.6605,3733.0976,-875.5901,NO_RAIN
-774.437,3740.9934,-874.9521,NO_RAIN
-739.1213,3746.3723,-873.7594,NO_RAIN
-710.687,3756.7468,-872.7606,NO_RAIN
-670.2781,3754.1327,-871.9181,NO_RAIN
-557.2608,3772.2695,-865.4687,NO_RAIN
-501.8921,3782.1488,-863.6413,NO_RAIN
-501.6431,3800.7007,-858.8854,NO_RAIN
-491.193,3794.1531,-859.1065,NO_RAIN
-577.5427,3763.9853,-864.8973,NO_RAIN
-532.7282,3792.3329,-858.2987,NO_RAIN
-595.1866,3763.5529,-863.6079,NO_RAIN
-664.7729,3734.8215,-871.713,NO_RAIN
-701.2935,3724.0921,-872.8667,NO_RAIN
-730.4223,3708.0619,-875.8362,NO_RAIN
-758.9837,3707.77,-876.7901,NO_RAIN
-780.171,3698.2024,-877.7155,NO_RAIN
-793.9466,3693.0742,-878.3462,NO_RAIN
-796.2422,3703.8025,-876.3782,NO_RAIN
-793.9568,3724.0529,-873.4473,NO_RAIN
-791.3698,3730.3362,-871.7236,NO_RAIN
-808.456,3729.8742,-873.02,NO_RAIN
-812.9047,3727.6428,-873.7888,NO_RAIN
-826.6997,3722.9324,-875.0338,NO_RAIN
-829.3512,3719.1242,-876.5465,NO_RAIN
-774.0836,3714.599,-875.0114,NO_RAIN
-697.834,3744.3062,-873.37,NO_RAIN
-645.1526,3765.6147,-868.2556,NO_RAIN
-590.0579,3769.745,-867.5888,NO_RAIN
-531.8459,3766.2542,-865.2997,NO_RAIN
-498.3597,3777.3772,-862.0848,NO_RAIN
-492.4798,3788.1297,-857.229,NO_RAIN
-489.743,3799.6646,-855.6625,NO_RAIN
-500.9791,3790.9113,-856.7387,NO_RAIN
-531.0342,3796.4039,-857.2849,NO_RAIN
-560.1809,3761.1167,-862.7393,NO_RAIN
-632.0389,3763.1205,-865.1827,NO_RAIN
-711.7581,3710.6097,-874.9391,NO_RAIN
-751.2129,3690.8842,-878.5252,NO_RAIN
-771.8323,3687.0903,-879.3465,NO_RAIN
-789.7431,3693.4215,-880.046,NO_RAIN
-804.6189,3700.857,-879.6094,NO_RAIN
-810.6256,3699.884,-880.1213,NO_RAIN
-821.6062,3707.5405,-877.9543,NO_RAIN
-830.2674,3707.996,-878.2451,NO_RAIN
-836.9371,3714.489,-877.4367,NO_RAIN
-844.2949,3721.1395,-878.0308,NO_RAIN
-848.9125,3725.4408,-878.365,NO_RAIN
-848.4838,3729.514,-877.4534,NO_RAIN
-784.3493,3726.8188,-879.1935,NO_RAIN
-694.8221,3756.6372,-874.3939,NO_RAIN
-618.5745,3777.3975,-870.5768,NO_RAIN
-554.1875,3818.3391,-865.9379,NO_RAIN
-502.4038,3812.6028,-864.5603,NO_RAIN
-471.7933,3824.8384,-861.1086,NO_RAIN
-440.0913,3813.3414,-861.2922,NO_RAIN
-440.0099,3844.3875,-855.6367,NO_RAIN
-471.5464,3817.2028,-860.8127,NO_RAIN
-488.853,3802.4284,-860.9914,NO_RAIN
-546.7807,3800.4404,-863.559,NO_RAIN
-620.0002,3774.3749,-868.897,NO_RAIN
-679.7193,3673.3543,-883.9708,NO_RAIN
-705.5117,3657.9439,-886.5117,NO_RAIN
-716.3525,3661.2546,-886.2279,NO_RAIN
-725.2251,3672.4059,-885.853,NO_RAIN
-736.1012,3676.5057,-886.4292,NO_RAIN
-734.6741,3679.2343,-885.251,NO_RAIN
-744.3802,3674.4668,-886.6313,NO_RAIN
-759.6388,3681.246,-885.8795,NO_RAIN
-773.9672,3673.1684,-886.8098,NO_RAIN
-759.7203,3670.2635,-887.5226,NO_RAIN
-759.0224,3672.5833,-886.8698,NO_RAIN
-758.4845,3671.0441,-887.8242,NO_RAIN
-744.261,3686.4648,-887.1311,NO_RAIN
-704.0061,3716.7484,-882.0586,NO_RAIN
-674.0829,3735.9372,-879.5635,NO_RAIN
-641.3011,3744.9111,-878.0322,NO_RAIN
-596.6466,3750.4841,-874.9889,NO_RAIN
-613.1623,3738.5981,-876.3047,NO_RAIN
-553.3575,3758.4069,-871.1692,NO_RAIN
-476.2665,3766.5414,-866.2173,NO_RAIN
-495.1124,3779.4888,-864.4829,NO_RAIN
-577.0617,3754.7401,-868.7801,NO_RAIN
-589.3509,3744.6001,-868.6207,NO_RAIN
-651.234,3741.2805,-872.2544,NO_RAIN
-701.5834,3714.0448,-876.3359,NO_RAIN
-726.4296,3705.7971,-875.0251,RAIN
-752.5805,3702.016,-879.8238,NO_RAIN
-763.2394,3703.3592,-881.3587,NO_RAIN
-788.0226,3688.3704,-882.8539,NO_RAIN
-798.924,3686.4145,-883.4307,NO_RAIN
-809.3182,3687.2698,-882.4413,NO_RAIN
-817.5948,3686.7906,-881.4846,NO_RAIN
-826.5414,3691.7516,-881.4083,NO_RAIN
-835.4049,3694.6573,-880.8638,NO_RAIN
-842.8712,3699.4749,-880.3216,NO_RAIN
-844.4652,3701.9499,-879.7104,NO_RAIN
-783.265,3703.1235,-878.997,NO_RAIN
-677.6494,3715.353,-876.4043,NO_RAIN
-599.6647,3788.5883,-865.4791,NO_RAIN
-534.8941,3785.3384,-865.08,NO_RAIN
-486.6184,3799.261,-860.6323,NO_RAIN
-454.5431,3792.5642,-859.2132,NO_RAIN
-416.1462,3773.2266,-859.3834,NO_RAIN
-424.7468,3811.4067,-852.9034,NO_RAIN
-435.8973,3802.9568,-854.0139,NO_RAIN
-480.938,3788.0135,-856.2549,NO_RAIN
-531.6396,3800.7908,-857.0801,NO_RAIN
-589.3453,3749.998,-866.4333,NO_RAIN
-680.2565,3678.0054,-877.0255,NO_RAIN
-719.1713,3665.4732,-879.1723,NO_RAIN
-720.3915,3690.5832,-876.9639,NO_RAIN
-726.188,3680.1945,-879.3696,NO_RAIN
-751.3825,3668.0253,-882.266,NO_RAIN
-760.008,3663.7455,-881.6854,NO_RAIN
-769.3134,3658.4481,-882.4758,NO_RAIN
-775.9629,3657.7592,-880.5459,NO_RAIN
-784.0793,3657.051,-881.2551,NO_RAIN
-791.5335,3664.1682,-879.7767,NO_RAIN
-797.5591,3665.7158,-880.2091,NO_RAIN
-796.6837,3666.2642,-879.7188,NO_RAIN
-746.7949,3670.4942,-880.25,NO_RAIN
-659.2661,3675.2733,-878.9818,NO_RAIN
-578.0499,3723.4343,-871.5374,NO_RAIN
-519.9052,3730.0037,-869.2466,NO_RAIN
-455.1345,3741.0139,-865.6097,NO_RAIN
-403.6897,3730.0041,-865.3981,NO_RAIN
-426.9384,3728.9256,-864.2934,NO_RAIN
-442.1119,3719.1908,-864.6456,NO_RAIN
-482.7484,3730.5422,-864.9524,NO_RAIN
-474.5759,3738.8044,-862.8461,NO_RAIN
-521.0558,3714.1644,-867.6684,NO_RAIN
-575.2529,3701.7798,-871.4219,NO_RAIN
-649.0983,3623.8003,-883.4328,NO_RAIN
-692.1736,3628.0922,-883.965,NO_RAIN
-706.751,3635.5385,-884.2386,NO_RAIN
-718.6861,3632.7681,-885.9654,NO_RAIN
-723.6264,3632.1605,-886.9338,NO_RAIN
-715.2565,3615.2952,-889.4937,NO_RAIN
-700.3598,3612.3848,-888.9159,NO_RAIN
-699.4093,3623.873,-885.9913,NO_RAIN
-706.4929,3626.0034,-887.2649,NO_RAIN
-710.9641,3631.021,-886.854,NO_RAIN
-718.686,3628.3846,-887.4485,NO_RAIN
-720.8153,3639.3314,-886.4542,NO_RAIN
-707.1242,3651.5214,-886.2591,NO_RAIN
-654.5851,3656.2027,-884.6072,NO_RAIN
-637.715,3653.6403,-885.0208,NO_RAIN
-624.7561,3658.2358,-885.1733,NO_RAIN
-539.2163,3676.1169,-880.5299,NO_RAIN
-525.7805,3692.1699,-876.9148,NO_RAIN
-505.2494,3694.2949,-875.6158,NO_RAIN
-459.6084,3710.8416,-870.9036,NO_RAIN
-472.3805,3716.263,-869.7227,NO_RAIN
-500.2631,3687.5862,-872.7129,NO_RAIN
-567.7374,3674.1824,-875.7552,NO_RAIN
-634.8142,3660.5305,-877.4941,NO_RAIN
-667.1203,3641.5738,-880.7517,RAIN
-674.6776,3638.8142,-884.5058,NO_RAIN
-685.4517,3632.1358,-887.5258,NO_RAIN
-692.8429,3631.8669,-887.1699,NO_RAIN
-695.0826,3629.1204,-889.5374,NO_RAIN
-698.0375,3625.6167,-888.3267,NO_RAIN
-699.564,3630.7857,-888.0345,NO_RAIN
-700.3937,3628.1215,-888.1994,NO_RAIN
-704.255,3635.1042,-888.3668,NO_RAIN
-713.0391,3633.4797,-888.3103,NO_RAIN
-718.8383,3637.5314,-888.0284,NO_RAIN
-713.4233,3646.4564,-886.7979,NO_RAIN
-691.6772,3643.1133,-887.6677,NO_RAIN
-664.3957,3658.9789,-885.1847,NO_RAIN
-638.6401,3669.4087,-881.5275,NO_RAIN
-567.0694,3701.9524,-876.9259,NO_RAIN
-505.4597,3726.1732,-872.2112,NO_RAIN
-568.7374,3730.638,-859.3958,NO_RAIN
-497.8696,3732.0086,-869.1696,NO_RAIN
-540.3747,3752.1355,-863.2825,NO_RAIN
-509.9863,3711.0547,-870.0654,NO_RAIN
-505.4964,3685.4814,-873.2402,NO_RAIN
-570.4038,3671.7541,-873.0971,NO_RAIN
-617.3478,3653.0906,-879.4674,NO_RAIN
-664.1594,3638.8254,-880.9635,NO_RAIN
-686.0587,3637.9831,-883.7107,NO_RAIN
-693.9775,3629.4532,-884.594,NO_RAIN
-698.0216,3629.5226,-885.9227,NO_RAIN
-696.0981,3633.5052,-886.4192,NO_RAIN
-699.8901,3635.1039,-887.4221,NO_RAIN
-710.0578,3630.0586,-885.0938,NO_RAIN
-700.5395,3620.592,-887.6857,NO_RAIN
-703.1532,3622.9389,-886.4726,NO_RAIN
-701.9916,3621.761,-887.8589,NO_RAIN
-705.9799,3624.1024,-885.9023,NO_RAIN
-704.342,3625.8836,-887.231,NO_RAIN
-688.8521,3633.3927,-886.4718,NO_RAIN
-689.1524,3631.1366,-887.0991,NO_RAIN
-639.6583,3636.7051,-886.1693,NO_RAIN
-621.0414,3633.8855,-882.9776,NO_RAIN
-609.7604,3635.1579,-884.1311,NO_RAIN
-528.8102,3660.188,-879.0168,NO_RAIN
-571.7991,3636.5791,-880.2127,NO_RAIN
-596.2692,3635.0778,-880.9135,NO_RAIN
-623.0537,3596.9735,-885.1564,RAIN
-628.1552,3601.4765,-884.286,NO_RAIN
-648.6341,3598.7218,-886.3821,NO_RAIN
-649.9528,3599.6353,-886.4672,NO_RAIN
-670.0026,3599.6654,-886.1372,NO_RAIN
-685.057,3597.6279,-888.9302,NO_RAIN
-691.2603,3598.2924,-887.8091,NO_RAIN
-693.9863,3599.8925,-889.5381,NO_RAIN
-693.9979,3602.477,-889.968,NO_RAIN
-692.478,3608.4753,-890.1287,NO_RAIN
-694.6992,3607.839,-889.0778,NO_RAIN
-702.2485,3608.945,-888.8422,NO_RAIN
-701.7149,3606.7708,-888.7561,NO_RAIN
-705.123,3599.8274,-889.278,NO_RAIN
-703.0365,3601.9325,-889.5192,NO_RAIN
-703.9185,3598.9228,-890.5901,NO_RAIN
-666.4465,3606.0596,-889.9374,NO_RAIN
-631.1717,3627.1058,-888.1355,NO_RAIN
-565.0782,3638.8982,-883.5415,NO_RAIN
-544.1883,3651.653,-881.7714,NO_RAIN
-511.5658,3657.989,-881.3366,NO_RAIN
-465.5517,3654.6559,-877.3546,NO_RAIN
-490.681,3662.9154,-876.5419,NO_RAIN
-427.2657,3663.0444,-872.6046,NO_RAIN
-554.3478,3630.8062,-879.8855,NO_RAIN
-584.9643,3626.6636,-881.6873,NO_RAIN
-576.7025,3616.4864,-882.9025,NO_RAIN
-617.552,3611.2928,-883.6586,NO_RAIN
-650.5879,3606.2979,-889.1079,NO_RAIN
-662.5735,3613.9132,-887.0196,NO_RAIN
-673.6481,3616.7869,-888.0374,NO_RAIN
-678.6595,3606.6182,-889.7052,NO_RAIN
-676.9629,3606.7084,-890.4118,NO_RAIN
-684.7739,3607.3537,-889.1463,NO_RAIN
-689.6287,3615.0462,-888.7736,NO_RAIN
-692.2919,3614.6584,-888.2154,NO_RAIN
-703.0942,3611.2819,-887.0815,NO_RAIN
-714.6402,3613.1372,-889.0933,NO_RAIN
-730.6351,3619.7149,-888.4078,NO_RAIN
-725.7787,3615.1068,-889.6617,NO_RAIN
-636.2033,3615.5369,-888.5606,NO_RAIN
-584.9807,3643.3524,-884.3076,NO_RAIN
-579.2122,3656.3859,-882.3972,NO_RAIN
-546.6164,3664.3261,-880.7504,NO_RAIN
-521.5761,3677.1991,-876.2362,NO_RAIN
-496.3551,3658.3673,-877.549,NO_RAIN
-592.0211,3646.9505,-880.4448,NO_RAIN
-454.8293,3648.3134,-877.2421,RAIN
-526.096,3662.9936,-873.0386,NO_RAIN
-532.0132,3645.4663,-877.347,RAIN
-588.5677,3605.3299,-883.2445,NO_RAIN
-602.9423,3613.1653,-883.0746,NO_RAIN
-638.024,3623.6332,-882.8187,NO_RAIN
-662.6118,3601.4807,-887.0027,NO_RAIN
-669.5722,3600.4144,-887.8394,NO_RAIN
-674.4466,3608.2798,-886.8146,NO_RAIN
-678.0745,3614.5377,-887.1071,NO_RAIN
-686.4902,3611.8005,-886.7659,NO_RAIN
-682.4007,3608.6768,-887.2884,NO_RAIN
-688.4922,3604.9523,-887.638,NO_RAIN
-693.4249,3602.7897,-886.9403,NO_RAIN
-691.3848,3603.4968,-887.9673,NO_RAIN
-694.5853,3600.109,-888.3025,NO_RAIN
-691.3241,3600.8874,-888.1147,NO_RAIN
-665.6927,3607.7002,-887.5688,NO_RAIN
-583.6054,3628.2162,-882.4693,NO_RAIN
-558.9237,3640.4516,-880.8681,NO_RAIN
-475.5917,3659.1623,-877.2128,NO_RAIN
-465.3586,3669.8993,-872.6432,NO_RAIN
-491.7888,3675.9328,-870.1179,NO_RAIN
-484.8985,3686.0066,-869.6185,NO_RAIN
-500.4469,3650.1838,-872.6491,NO_RAIN
-540.3959,3629.5399,-878.0028,NO_RAIN
-552.9394,3632.379,-875.5535,NO_RAIN
-616.8538,3622.9929,-879.3822,NO_RAIN
-670.4214,3618.8982,-882.5756,NO_RAIN
-708.2161,3604.0879,-835.1211,RAIN
-712.037,3608.8821,-886.9052,NO_RAIN
-720.77,3615.149,-885.4941,NO_RAIN
-718.3569,3616.0086,-887.1393,NO_RAIN
-717.8846,3611.1599,-879.7835,RAIN
-718.5044,3605.2877,-886.7447,RAIN
-715.442,3602.7712,-886.1767,NO_RAIN
-715.0572,3594.8459,-886.9568,RAIN
-704.5721,3584.915,-889.5202,NO_RAIN
-710.8168,3590.7996,-888.172,NO_RAIN
-718.1327,3593.4086,-888.1174,NO_RAIN
-721.002,3599.7991,-887.9884,NO_RAIN
-685.4981,3592.0864,-889.2088,NO_RAIN
-617.3403,3588.2095,-888.7177,NO_RAIN
-595.6224,3627.1957,-882.2795,NO_RAIN
-554.9365,3635.0987,-883.2686,NO_RAIN
-464.319,3629.8955,-880.9261,NO_RAIN
-601.4814,3594.4855,-866.4109,RAIN
-585.3657,3576.8285,-886.3734,NO_RAIN
-587.5704,3610.6745,-880.7321,NO_RAIN
-543.1286,3614.9874,-880.8454,RAIN
-627.2393,3616.5592,-880.7832,NO_RAIN
-650.9433,3601.2731,-883.8459,NO_RAIN
-665.6689,3590.9516,-696.8878,NO_RAIN
-673.0017,3596.0813,-887.2206,NO_RAIN
-677.391,3590.2286,-888.3364,NO_RAIN
-676.5401,3593.5126,-889.1456,NO_RAIN
-681.7881,3591.7716,-889.6819,NO_RAIN
-681.493,3588.2781,-889.2044,NO_RAIN
-684.6332,3588.1763,-889.6827,NO_RAIN
-684.5178,3596.2236,-888.2881,NO_RAIN
-689.0756,3595.8155,-887.5714,NO_RAIN
-691.8309,3592.9035,-887.9175,NO_RAIN
-697.0223,3597.7769,-887.9627,NO_RAIN
-699.5403,3603.3909,-887.423,NO_RAIN
-697.0001,3597.863,-888.189,NO_RAIN
-679.0784,3596.3468,-889.5851,NO_RAIN
-601.462,3609.893,-887.1746,NO_RAIN
-614.4559,3617.1875,-885.7658,NO_RAIN
-616.5769,3627.9223,-883.7554,NO_RAIN
-496.1704,3651.5815,-879.4272,NO_RAIN
-480.0347,3648.1662,-877.0191,NO_RAIN
-479.7851,3652.3027,-874.6233,NO_RAIN
-401.8941,3665.6905,-870.6306,NO_RAIN
-419.7763,3684.8042,-865.6645,NO_RAIN
-473.5902,3667.804,-867.5514,NO_RAIN
-516.5724,3643.8155,-871.0937,NO_RAIN
-576.8547,3626.2777,-877.6377,NO_RAIN
-635.9099,3618.3482,-878.3834,NO_RAIN
-657.9671,3614.3195,-882.6506,NO_RAIN
-668.0556,3602.5341,-885.6028,NO_RAIN
-668.2039,3596.6971,-884.0031,NO_RAIN
-676.0798,3610.0151,-884.5754,NO_RAIN
-680.1726,3612.4659,-884.4282,NO_RAIN
-690.4754,3612.1868,-883.7425,NO_RAIN
-698.2726,3615.264,-882.8651,NO_RAIN
-698.8972,3599.2917,-885.9512,NO_RAIN
-703.9894,3599.1482,-885.0419,NO_RAIN
-712.0502,3604.3673,-886.1049,NO_RAIN
-719.0546,3604.6966,-886.078,NO_RAIN
-659.2151,3602.9234,-884.6272,NO_RAIN
-579.7805,3620.372,-881.299,NO_RAIN
-582.0512,3639.7366,-877.7861,NO_RAIN
-537.4445,3657.0023,-875.3074,NO_RAIN
-451.8449,3680.1804,-868.9987,NO_RAIN
-511.1394,3669.1872,-869.5006,NO_RAIN
-469.4299,3663.2233,-871.0717,NO_RAIN
-449.5801,3657.0373,-866.9945,NO_RAIN
-446.8511,3659.1583,-870.1123,NO_RAIN
-515.5816,3642.7513,-870.91,NO_RAIN
-523.6363,3632.3978,-873.5001,NO_RAIN
-568.5741,3618.657,-876.7442,NO_RAIN
-619.6477,3622.9965,-878.0629,NO_RAIN
-644.7303,3624.039,-879.9283,NO_RAIN
-649.2818,3615.0388,-881.7869,NO_RAIN
-664.1091,3610.29,-880.0311,NO_RAIN
-666.5531,3620.3665,-881.9074,NO_RAIN
-665.3161,3604.5007,-883.5309,NO_RAIN
-668.2819,3597.4228,-882.0796,NO_RAIN
-675.083,3597.4146,-883.0275,NO_RAIN
-676.4865,3593.8966,-884.6268,NO_RAIN
-678.1694,3587.62,-883.5999,NO_RAIN
-711.2334,3600.5052,-882.4386,RAIN
-708.9771,3594.7504,-879.2594,RAIN
-684.2462,3590.1535,-884.9459,NO_RAIN
-652.9482,3585.289,-886.4216,NO_RAIN
-555.2412,3591.4058,-880.7172,NO_RAIN
-553.0771,3617.5414,-881.2715,NO_RAIN
-608.1598,3604.1893,-880.5965,NO_RAIN
-661.0073,3574.3991,-812.4733,RAIN
-640.0367,3578.3537,-885.5933,NO_RAIN
-590.1796,3574.7199,-882.9081,NO_RAIN
-472.4301,3584.6455,-881.5751,NO_RAIN
-574.7971,3614.8627,-880.8696,NO_RAIN
-646.3714,3603.6722,-881.8008,NO_RAIN
-675.8957,3618.0027,-882.3609,NO_RAIN
-679.4814,3604.2431,-885.1367,NO_RAIN
-694.5084,3598.6309,-887.379,NO_RAIN
-694.8713,3597.0092,-887.0346,RAIN
-701.8803,3592.9828,-870.6053,RAIN
-696.8563,3591.0114,-888.0825,RAIN
-694.9442,3589.832,-888.5215,NO_RAIN
-693.0317,3586.0177,-889.5419,NO_RAIN
-694.6842,3580.146,-886.1223,RAIN
-694.1953,3578.6432,-889.4238,NO_RAIN
-696.731,3582.6624,-888.2537,NO_RAIN
-715.4453,3606.8062,-884.0781,RAIN
-718.8663,3603.5671,-863.7392,RAIN
-770.567,3560.9127,66.2341,RAIN
-749.829,3606.1524,-566.4282,RAIN
-741.4035,3633.4266,-872.3026,RAIN
-718.3433,3627.2657,-878.1225,RAIN
-682.5332,3619.5683,-885.7148,RAIN
-636.4594,3616.7324,-887.0841,NO_RAIN
-590.1979,3625.7111,-882.754,NO_RAIN
-623.7524,3613.9848,-884.9905,NO_RAIN
-636.7322,3602.0295,-887.4406,NO_RAIN
-636.592,3621.2808,-884.4609,NO_RAIN
-625.4468,3625.2247,-882.8704,NO_RAIN
-669.61,3598.3588,-887.774,NO_RAIN
-684.3047,3600.8081,-888.7579,NO_RAIN
-693.1774,3597.3062,-888.0695,NO_RAIN
-706.4113,3597.2144,-890.2556,NO_RAIN
-713.5564,3600.0981,-890.3702,NO_RAIN
-719.5794,3605.2448,-891.0607,NO_RAIN
-720.7434,3606.6326,-890.4294,NO_RAIN
-720.7434,3604.6589,-889.3766,NO_RAIN
-721.7353,3606.9409,-888.6193,NO_RAIN
-720.9798,3608.9454,-888.7974,NO_RAIN
-718.3751,3602.9573,-888.6503,NO_RAIN
-716.7665,3602.3821,-889.7175,NO_RAIN
-713.4745,3603.0817,-889.2547,NO_RAIN
-695.8632,3613.8056,-889.1311,NO_RAIN
-648.321,3613.8972,-886.9972,NO_RAIN
-631.0191,3630.2641,-886.1671,NO_RAIN
-603.2044,3631.189,-886.7993,NO_RAIN
-532.2776,3640.0122,-881.9086,NO_RAIN
-638.0973,3622.7749,-884.7331,NO_RAIN
-625.2919,3612.7266,-871.6115,RAIN
-506.4431,3631.8818,-878.4172,NO_RAIN
-646.1745,3591.4496,-876.1663,RAIN
-585.087,3621.8959,-869.2216,RAIN
-631.4321,3588.5561,-884.4229,NO_RAIN
-671.4609,3591.687,-887.069,NO_RAIN
-682.1681,3600.7502,-886.1204,NO_RAIN
-693.3629,3603.7566,-887.6008,NO_RAIN
-689.901,3597.3702,-889.3903,NO_RAIN
-692.7423,3597.4008,-888.8838,NO_RAIN
-694.3098,3601.499,-889.5019,NO_RAIN
-690.7149,3591.7578,-890.6052,NO_RAIN
-692.1797,3599.4584,-888.9878,NO_RAIN
-698.0408,3590.2955,-890.2628,NO_RAIN
-708.0473,3592.9741,-887.9167,NO_RAIN
-711.4641,3592.4337,-889.5106,NO_RAIN
-711.1388,3592.3168,-888.9782,NO_RAIN
-711.8692,3595.547,-889.3223,NO_RAIN
-672.7962,3593.7071,-887.7102,NO_RAIN
-584.5204,3610.5918,-886.8251,NO_RAIN
-593.1703,3631.8676,-881.8949,NO_RAIN
-569.8761,3650.4492,-882.4595,NO_RAIN
-596.8087,3644.3756,-881.0468,NO_RAIN
-490.7122,3649.8191,-879.2202,NO_RAIN
-592.9261,3623.0783,-881.1712,NO_RAIN
-686.6118,3601.6317,-858.3694,RAIN
-677.4062,3592.1936,-886.887,NO_RAIN
-676.3233,3589.0483,-886.2862,NO_RAIN
-668.3168,3583.5836,-888.0796,NO_RAIN
-666.3294,3579.5706,-887.3639,NO_RAIN
-678.4503,3590.0425,-887.092,NO_RAIN
-682.8512,3580.0309,-888.7098,NO_RAIN
-687.1499,3596.5433,-887.2691,NO_RAIN
-688.5061,3597.573,-886.698,NO_RAIN
-693.0849,3596.3729,-887.8909,NO_RAIN
-692.714,3603.0951,-888.14,NO_RAIN
-697.1356,3596.1747,-887.222,NO_RAIN
-700.4762,3591.8026,-887.5611,NO_RAIN
-700.2042,3590.4592,-887.9902,NO_RAIN
-708.9163,3591.5759,-887.3342,NO_RAIN
-705.896,3588.8619,-888.2206,NO_RAIN
-708.2808,3588.4782,-887.8996,NO_RAIN
